RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-1551,3P,3P,Aluno-1551,,15.0,Masculino,2024,Pública,Quartzo,5.9717087542,4.0,9.585,4.771043771,7.51,Não informado,3.5,1.0,5.5,4.0,,,6.79,5.0,Fase 5 (1° EM),-2,7.5,2024,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-458,3P,3P,Aluno-458,,15.0,Masculino,2021,Pública,Quartzo,5.68016150793333,4.0,8.751,3.73968253966667,6.88,Não informado,4.0,3.0,4.0,5.0,,,6.83,5.0,Fase 4 (9° ano),-1,7.03125,2024,Pública,3,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-1552,3P,3P,Aluno-1552,,13.0,Masculino,2024,Pública,Ametista,7.44330128206667,4.0,9.585,9.74358974366667,7.51,Não informado,3.16666666666667,1.0,4.5,4.0,,,7.165,10.0,Fase 3 (7° e 8° ano),0,7.1875,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Médio
RA-1170,3P,3P,Aluno-1170,,15.0,Masculino,2023,Pública,Ágata,6.095440873,4.0,9.168,5.565079365,8.13,Não informado,3.5,1.0,2.5,7.0,,,6.7475,5.0,Fase 5 (1° EM),-2,7.03125,2024,Pública,3,,,Risco moderado,Baixo,Alta,Alto,Baixo
RA-642,3P,3P,Aluno-642,,12.0,Feminino,2021,Pública,Ametista,7.08259126986667,4.0,9.585,9.14920634933333,3.76,Não informado,4.0,2.0,5.0,5.0,,,6.9975,10.0,Fase 3 (7° e 8° ano),0,7.1875,2024,Pública,3,,,Sem risco,Alto,Alta,Baixo,Médio
RA-1553,3R,3R,Aluno-1553,,13.0,Masculino,2024,Pública,Ametista,7.6411843137,3.0,8.334,9.00392156866667,7.51,Não informado,4.33333333333333,6.0,5.0,2.0,,,7.78,10.0,Fase 3 (7° e 8° ano),0,8.333333333,2024,Pública,3,,,Sem risco,Médio,Média,Médio,Médio
RA-1554,3R,3R,Aluno-1554,,15.0,Masculino,2024,Pública,Ágata,6.94169259263333,3.0,6.666,9.62962962966667,8.76,Não informado,4.0,3.0,,5.0,,,7.22,5.0,Fase 5 (1° EM),-2,7.291666667,2024,Pública,3,,,Risco moderado,Alto,Baixa,Alto,Médio
RA-649,3R,3R,Aluno-649,,14.0,Feminino,2021,Pública,Ágata,6.98532969176667,3.0,8.751,6.00448179266667,8.76,Não informado,3.66666666666667,5.5,4.0,1.5,,,7.333333333,10.0,Fase 3 (7° e 8° ano),0,8.333333333,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Médio
RA-1136,3R,3R,Aluno-1136,,14.0,Feminino,2023,Pública,Quartzo,5.45817983186667,3.0,8.751,4.54789915966667,8.135,Não informado,1.66666666666667,1.0,2.0,2.0,,,6.383333333,5.0,Fase 4 (9° ano),-1,7.5,2024,Pública,3,,,Risco moderado,Baixo,Média,Alto,Baixo
RA-653,3R,3R,Aluno-653,,13.0,Feminino,2022,Pública,Topázio,8.10321764703333,3.0,8.751,9.537254902,8.76,Não informado,5.16666666666667,6.5,4.5,4.5,,,7.89,10.0,Fase 3 (7° e 8° ano),0,8.333333333,2024,Pública,3,,,Sem risco,Alto,Média,Alto,Alto
RA-456,3R,3R,Aluno-456,,13.0,Feminino,2022,Pública,Topázio,8.33112456136667,3.0,7.083,9.38245614033333,7.51,Não informado,6.5,9.0,6.0,4.5,,,8.893333333,10.0,Fase 3 (7° e 8° ano),0,9.166666667,2024,Pública,3,,,Sem risco,Alto,Baixa,Médio,Alto
RA-655,3R,3R,Aluno-655,,14.0,Feminino,2021,Pública,Topázio,8.23860000006667,3.0,7.501,10.0,8.76,Não informado,6.83333333333333,8.0,4.0,8.5,,,7.166666667,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Baixa,Alto,Alto
RA-656,3R,3R,Aluno-656,,13.0,Feminino,2021,Pública,Ágata,6.66815294126667,3.0,9.168,5.97843137266667,7.51,Não informado,4.16666666666667,5.0,3.5,4.0,,,6.106666667,10.0,Fase 3 (7° e 8° ano),0,7.5,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Baixo
RA-657,3R,3R,Aluno-657,,13.0,Feminino,2021,Pública,Topázio,8.2074333334,3.0,8.751,9.6,6.885,Não informado,7.5,8.0,4.5,10.0,,,7.056666667,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Média,Médio,Alto
RA-1555,3R,3R,Aluno-1555,,13.0,Masculino,2024,Pública,Ametista,7.4827333334,3.0,8.334,10.0,6.255,Não informado,3.0,9.0,0.0,0.0,,,8.056666667,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Média,Baixo,Médio
RA-461,3R,3R,Aluno-461,,13.0,Feminino,2021,Pública,Ametista,7.5447559291,3.0,8.751,9.182446312,7.51,Não informado,4.5,3.0,4.5,6.0,,,7.056666667,10.0,Fase 3 (7° e 8° ano),0,7.708333333,2024,Pública,3,,,Sem risco,Alto,Média,Médio,Médio
RA-398,3U,3U,Aluno-398,,12.0,Feminino,2022,Pública,Ametista,7.24579999996667,3.0,7.083,5.73333333333333,7.51,Não informado,8.0,8.5,7.5,8.0,,,6.553333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Médio
RA-586,3U,3U,Aluno-586,,11.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.70238730166667,3.0,9.168,9.24126984133333,7.51,Não informado,8.5,7.5,8.0,10.0,,,8.056666667,10.0,Fase 2 (5° e 6° ano),1,8.75,2024,Privada,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-623,3U,3U,Aluno-623,,15.0,Masculino,2022,Pública,Ágata,6.3577333333,3.0,8.334,7.4,6.885,Não informado,4.0,3.5,2.5,6.0,,,7.05,5.0,Fase 4 (9° ano),-1,6.458333333,2024,Pública,3,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-588,3U,3U,Aluno-588,,11.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.67613333333333,3.0,9.168,9.83333333333333,7.51,Não informado,7.83333333333333,8.5,8.0,7.0,,,8.0,10.0,Fase 2 (5° e 6° ano),1,8.75,2024,Privada,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-626,3U,3U,Aluno-626,,13.0,Masculino,2021,Pública,Ágata,6.4075902255,3.0,9.585,3.38045112766667,6.885,Não informado,5.33333333333333,5.5,3.5,7.0,,,6.443333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Baixo
RA-1556,3U,3U,Aluno-1556,,14.0,Masculino,2024,Pública,Ágata,6.66681111116667,3.0,7.917,5.22222222233333,7.51,Não informado,4.0,3.5,,4.5,,,7.44,10.0,Fase 3 (7° e 8° ano),0,7.916666667,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-455,3U,3U,Aluno-455,,14.0,Feminino,2022,Pública,Ametista,7.0989888889,3.0,8.751,6.111111111,8.13,Não informado,4.5,3.0,6.5,4.0,,,7.276666667,10.0,Fase 3 (7° e 8° ano),0,8.333333333,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Médio
RA-614,3U,3U,Aluno-614,,14.0,Masculino,2021,Pública,Ametista,7.82849999996667,3.0,9.585,9.7,7.51,Não informado,6.83333333333333,8.0,4.5,8.0,,,7.603333333,5.0,Fase 4 (9° ano),-1,7.916666667,2024,Pública,3,,,Risco moderado,Alto,Alta,Médio,Alto
RA-434,3U,3U,Aluno-434,,13.0,Masculino,2022,Pública,Ágata,6.6109476191,3.0,7.084,5.061904762,7.51,Não informado,5.5,5.5,5.5,5.5,,,6.55,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-603,3U,3U,Aluno-603,,12.0,Masculino,2022,Pública,Ágata,6.94227777786667,3.0,9.585,7.15555555566667,6.885,Não informado,4.66666666666667,4.5,5.5,4.0,,,6.216666667,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Médio
RA-1133,3U,3U,Aluno-1133,,11.0,Feminino,2023,Pública,Topázio,8.23855396826667,4.0,9.168,9.84126984133333,8.75,Não informado,4.5,5.0,3.5,5.0,,,8.83,10.0,Fase 2 (5° e 6° ano),1,8.125,2024,Pública,3,,,Sem risco,Alto,Alta,Alto,Alto
RA-616,3U,3U,Aluno-616,,14.0,Masculino,2021,Pública,Quartzo,5.45787719303333,3.0,7.5,3.08771929833333,6.885,Não informado,3.83333333333333,3.0,3.5,5.0,,,4.946666667,10.0,Fase 3 (7° e 8° ano),0,6.458333333,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-1134,3U,3U,Aluno-1134,,12.0,Masculino,2023,Pública,Ametista,7.7564571427,3.0,8.751,8.914285714,7.51,Não informado,6.0,6.0,5.5,6.5,,,6.883333333,10.0,Fase 3 (7° e 8° ano),0,7.708333333,2024,Pública,3,,,Sem risco,Médio,Média,Médio,Médio
RA-1557,3U,3U,Aluno-1557,,14.0,Feminino,2024,Pública,Topázio,8.22850000003333,3.0,9.585,8.91666666666667,7.51,Não informado,7.0,6.0,,8.0,,,7.72,10.0,Fase 3 (7° e 8° ano),0,7.916666667,2024,Pública,3,,,Sem risco,Médio,Alta,Médio,Alto
RA-670,3U,3U,Aluno-670,,12.0,Feminino,2022,Privada - Programa de Apadrinhamento,Topázio,8.8602539683,3.0,9.585,9.44126984133333,7.51,Não informado,8.66666666666667,9.0,7.0,10.0,,,8.166666667,10.0,Fase 2 (5° e 6° ano),1,8.958333333,2024,Privada,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-620,3U,3U,Aluno-620,,14.0,Masculino,2021,Pública,Quartzo,5.76689206356667,3.0,8.334,3.98412698433333,7.51,Não informado,2.5,3.5,2.5,1.5,,,5.886666667,10.0,Fase 3 (7° e 8° ano),0,7.083333333,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Baixo
RA-1149,4A,4A,Aluno-1149,,15.0,Feminino,2023,Pública,Topázio,8.1371,5.0,8.334,10.0,10.0,Não informado,6.0,2.0,6.0,10.0,,,8.706,5.0,Fase 5 (1° EM),-1,8.625,2024,Pública,4,,,Risco moderado,Alto,Média,Alto,Alto
RA-1558,4A,4A,Aluno-1558,,16.0,Masculino,2024,Pública,Ametista,7.64377204773333,5.0,9.168,8.70536023866667,8.755,Não informado,5.5,5.0,5.5,6.0,,,8.302,5.0,Fase 5 (1° EM),-1,8.5,2024,Pública,4,,,Risco moderado,Médio,Alta,Alto,Médio
RA-326,4A,4A,Aluno-326,,14.0,Feminino,2022,Privada,Topázio,8.83238909233334,5.0,9.168,8.97311212833333,6.26,Não informado,9.33333333333333,10.0,9.0,9.0,,,8.704,10.0,Fase 3 (7° e 8° ano),1,8.875,2024,Privada,4,,,Sem risco,Médio,Alta,Médio,Alto
RA-339,4A,4A,Aluno-339,,13.0,Feminino,2021,Pública,Ametista,7.71154074613333,5.0,7.5,7.155537064,5.635,Não informado,8.16666666666667,8.0,7.0,9.5,,,7.668,10.0,Fase 3 (7° e 8° ano),1,8.0,2024,Pública,4,,,Sem risco,Baixo,Baixa,Baixo,Médio
RA-179,4A,4A,Aluno-179,,13.0,Masculino,2022,Privada,Topázio,8.93271228073333,5.0,9.168,9.407894737,9.38,Não informado,8.16666666666667,7.0,8.0,9.5,,,8.44,10.0,Fase 3 (7° e 8° ano),1,8.75,2024,Privada,4,,,Sem risco,Alto,Alta,Alto,Alto
RA-1559,4A,4A,Aluno-1559,,15.0,Feminino,2024,Pública,Ágata,6.33042843766667,5.0,7.917,5.29297552166667,6.885,Não informado,4.66666666666667,8.0,0.0,6.0,,,7.604,5.0,Fase 5 (1° EM),-1,8.375,2024,Pública,4,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-332,4A,4A,Aluno-332,,15.0,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.421271701,5.0,9.585,7.605358505,9.38,Não informado,7.0,7.0,7.0,7.0,,,8.706,10.0,Fase 3 (7° e 8° ano),1,8.625,2024,Privada,4,,,Sem risco,Baixo,Alta,Alto,Alto
RA-1560,4A,4A,Aluno-1560,,14.0,Feminino,2024,Privada,Topázio,8.4721031746,5.0,9.168,9.20634920633333,5.635,Não informado,8.16666666666667,6.0,8.5,10.0,,,8.336,10.0,Fase 3 (7° e 8° ano),1,8.5,2024,Privada,4,,,Sem risco,Alto,Alta,Baixo,Alto
RA-1153,4A,4A,Aluno-1153,,15.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.26887619046667,5.0,8.751,9.70238095233333,5.635,Não informado,8.5,8.0,8.5,9.0,,,9.074,5.0,Fase 5 (1° EM),-1,8.75,2024,Privada,4,,,Risco moderado,Alto,Média,Baixo,Alto
RA-183,4A,4A,Aluno-183,,15.0,Feminino,2022,Pública,Topázio,8.26690237153333,5.0,7.917,9.24901185766667,6.26,Não informado,7.5,5.0,7.5,10.0,,,8.372,10.0,Fase 4 (9° ano),0,8.25,2024,Pública,4,,,Sem risco,Alto,Baixa,Médio,Alto
RA-199,4A,4A,Aluno-199,,15.0,Masculino,2022,Privada,Ametista,7.41939824566667,5.0,8.334,7.55482456166667,6.88,Não informado,7.16666666666667,5.0,9.0,7.5,,,8.206,5.0,Fase 5 (1° EM),-1,8.125,2024,Privada,4,,,Risco moderado,Baixo,Média,Médio,Médio
RA-1561,4A,4A,Aluno-1561,,16.0,Masculino,2024,Pública,Ametista,7.94022063493333,5.0,9.585,9.17460317466667,5.0,Não informado,9.0,8.5,8.5,10.0,,,7.734,5.0,Fase 5 (1° EM),-1,8.0,2024,Pública,4,,,Risco moderado,Alto,Alta,Baixo,Alto
RA-336,4A,4A,Aluno-336,,15.0,Masculino,2021,Pública,Ágata,6.83428674846667,5.0,7.5,5.512100409,6.26,Não informado,5.83333333333333,6.0,6.5,5.0,,,7.196,10.0,Fase 4 (9° ano),0,7.5,2024,Pública,4,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-347,4A,4A,Aluno-347,,14.0,Feminino,2021,Pública,Topázio,8.38474258373333,5.0,8.751,9.673046252,6.885,Não informado,7.66666666666667,6.5,7.5,9.0,,,7.766,10.0,Fase 3 (7° e 8° ano),1,8.0,2024,Pública,4,,,Sem risco,Alto,Média,Médio,Alto
RA-397,4A,4A,Aluno-397,,16.0,Feminino,2021,Pública,Ágata,6.80729192186667,5.0,7.918,7.88529294266667,5.63,Não informado,5.66666666666667,5.0,4.5,7.5,,,7.398,5.0,Fase 6 (2° EM),-2,7.625,2024,Pública,4,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-338,4B,4B,Aluno-338,,14.0,Masculino,2021,Pública,Topázio,8.05279533146667,4.0,9.168,7.441643324,7.51,Não informado,6.83333333333333,5.0,8.0,7.5,,,8.8375,10.0,Fase 4 (9° ano),0,7.625,2024,Pública,4,,,Sem risco,Baixo,Alta,Médio,Alto
RA-392,4B,4B,Aluno-392,,16.0,Masculino,2022,Pública,Quartzo,4.3639463364,4.0,9.585,5.414731682,5.635,Não informado,1.0,0.0,2.0,1.0,,,3.545,5.0,Fase 5 (1° EM),-1,3.5,2024,Pública,4,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-352,4B,4B,Aluno-352,,13.0,Masculino,2021,Pública,Quartzo,5.9794829346,4.0,8.334,4.45374800633333,6.26,Não informado,3.16666666666667,2.0,5.5,2.0,,,6.7925,10.0,Fase 3 (7° e 8° ano),1,6.375,2024,Pública,4,,,Sem risco,Baixo,Média,Médio,Baixo
RA-1562,4B,4B,Aluno-1562,,16.0,Feminino,2024,Pública,Quartzo,5.45883333333333,4.0,6.25,8.66666666666667,5.01,Não informado,0.5,0.5,,,,,6.8725,5.0,Fase 6 (2° EM),-2,6.25,2024,Pública,4,,,Risco moderado,Médio,Baixa,Baixo,Baixo
RA-367,4B,4B,Aluno-367,,13.0,Feminino,2021,Pública,Ametista,7.2094340852,4.0,9.168,7.268170426,6.26,Não informado,5.0,2.0,5.5,7.5,,,7.6275,10.0,Fase 3 (7° e 8° ano),1,6.875,2024,Pública,4,,,Sem risco,Baixo,Alta,Médio,Médio
RA-1563,4B,4B,Aluno-1563,,15.0,Feminino,2024,Pública,Ametista,7.60421111113334,4.0,8.751,8.30555555566667,7.51,Não informado,7.0,5.0,7.5,8.5,,,8.46,5.0,Fase 5 (1° EM),-1,7.25,2024,Pública,4,,,Risco moderado,Médio,Média,Médio,Médio
RA-1564,4B,4B,Aluno-1564,,15.0,Masculino,2024,Pública,Quartzo,5.0761468806,4.0,8.334,4.94206773633333,6.885,Não informado,2.16666666666667,1.0,3.5,2.0,,,5.2875,5.0,Fase 5 (1° EM),-1,5.75,2024,Pública,4,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-1565,4B,4B,Aluno-1565,,16.0,Masculino,2024,Pública,Quartzo,5.81644817926667,4.0,0.0,8.10224089633333,7.51,Não informado,5.5,7.0,3.0,6.5,,,6.0375,5.0,Fase 5 (1° EM),-1,6.375,2024,Pública,4,,,Risco moderado,Médio,Baixa,Médio,Baixo
RA-1566,4B,4B,Aluno-1566,,17.0,Feminino,2024,Pública,Ametista,7.75924387113333,4.0,9.168,9.24721935566667,7.51,Não informado,6.5,3.0,8.0,8.5,,,8.335,5.0,Fase 6 (2° EM),-2,7.75,2024,Pública,4,,,Risco moderado,Alto,Alta,Médio,Médio
RA-1567,4B,4B,Aluno-1567,,16.0,Feminino,2024,Pública,Ametista,7.91394208753333,4.0,8.334,8.771043771,7.51,Não informado,8.16666666666667,5.0,9.5,10.0,,,8.335,5.0,Fase 6 (2° EM),-2,7.75,2024,Pública,4,,,Risco moderado,Médio,Média,Médio,Alto
RA-356,4B,4B,Aluno-356,,14.0,Masculino,2021,Pública,Ágata,6.62733601653333,4.0,8.334,6.65634674933333,5.635,Não informado,5.33333333333333,1.0,7.0,8.0,,,6.5375,10.0,Fase 3 (7° e 8° ano),1,5.25,2024,Pública,4,,,Sem risco,Baixo,Média,Baixo,Baixo
RA-1568,4B,4B,Aluno-1568,,15.0,Feminino,2024,Pública,Ametista,7.8003261438,4.0,9.168,7.49346405233333,7.51,Não informado,8.16666666666667,7.5,7.5,9.5,,,8.5025,5.0,Fase 5 (1° EM),-1,8.0,2024,Pública,4,,,Risco moderado,Baixo,Alta,Médio,Alto
RA-247,4B,4B,Aluno-247,,14.0,Feminino,2021,Pública,Ágata,6.6464857398,4.0,0.0,8.30659536566667,6.26,Não informado,4.33333333333333,0.0,5.0,8.0,,,8.5875,10.0,Fase 4 (9° ano),0,7.75,2024,Pública,4,,,Sem risco,Médio,Baixa,Médio,Baixo
RA-204,4B,4B,Aluno-204,,15.0,Feminino,2021,Pública,Ametista,7.83821889486667,4.0,9.168,6.82709447433333,6.26,Não informado,7.5,5.0,7.5,10.0,,,8.5875,10.0,Fase 4 (9° ano),0,7.125,2024,Pública,4,,,Sem risco,Baixo,Alta,Médio,Alto
RA-1569,4B,4B,Aluno-1569,,17.0,Feminino,2024,Pública,Quartzo,5.7191555556,4.0,6.666,7.11111111133333,6.26,Não informado,2.16666666666667,2.0,3.0,1.5,,,6.9175,5.0,Fase 6 (2° EM),-2,6.875,2024,Pública,4,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-1570,4B,4B,Aluno-1570,,16.0,Feminino,2024,Pública,Ametista,7.89408417506667,4.0,9.585,7.542087542,7.51,Não informado,8.33333333333333,6.5,9.0,9.5,,,8.6725,5.0,Fase 5 (1° EM),-1,7.75,2024,Pública,4,,,Risco moderado,Baixo,Alta,Médio,Alto
RA-1571,4B,4B,Aluno-1571,,16.0,Masculino,2024,Pública,Ametista,7.2484555556,4.0,8.334,9.11111111133334,5.005,Não informado,5.66666666666667,5.0,6.0,6.0,,,8.545,5.0,Fase 5 (1° EM),-1,7.5,2024,Pública,4,,,Risco moderado,Médio,Média,Baixo,Médio
RA-1572,4C,4C,Aluno-1572,,15.0,Feminino,2024,Pública,Topázio,8.08034563486667,3.0,9.168,9.84126984133333,7.51,Não informado,7.5,7.5,6.5,8.5,,,8.393333333,5.0,Fase 5 (1° EM),-1,7.65625,2024,Pública,4,,,Risco moderado,Alto,Alta,Médio,Alto
RA-1150,4C,4C,Aluno-1150,,17.0,Masculino,2023,Pública,Ametista,7.1023212964,3.0,8.334,6.48148148166667,7.51,Não informado,6.83333333333333,4.0,6.5,10.0,,,7.946666667,5.0,Fase 6 (2° EM),-2,7.65625,2024,Pública,4,,,Risco moderado,Baixo,Média,Médio,Médio
RA-1573,4C,4C,Aluno-1573,,16.0,Masculino,2024,Pública,Ágata,6.74384796926667,3.0,9.168,6.12044817933333,6.26,Não informado,5.0,0.0,6.0,9.0,,,8.556666667,5.0,Fase 5 (1° EM),-1,7.65625,2024,Pública,4,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-1574,4C,4C,Aluno-1574,,16.0,Feminino,2024,Pública,Ametista,7.77724418,3.0,8.751,8.39947089966667,7.51,Não informado,7.33333333333333,7.0,6.0,9.0,,,8.616666667,5.0,Fase 5 (1° EM),-1,7.8125,2024,Pública,4,,,Risco moderado,Médio,Média,Médio,Médio
RA-1151,4C,4C,Aluno-1151,,13.0,Feminino,2023,Pública,Topázio,8.74911111106667,3.0,7.5,9.72222222233333,5.635,Não informado,9.0,9.0,8.0,10.0,,,9.393333333,10.0,Fase 3 (7° e 8° ano),1,8.125,2024,Pública,4,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-1575,4C,4C,Aluno-1575,,16.0,Feminino,2024,Pública,Ametista,7.31845939146667,3.0,9.168,8.624338624,6.885,Não informado,5.33333333333333,0.0,7.5,8.5,,,8.28,5.0,Fase 5 (1° EM),-1,7.65625,2024,Pública,4,,,Risco moderado,Médio,Alta,Médio,Médio
RA-1081,4C,4C,Aluno-1081,,15.0,Feminino,2023,Privada - Programa de Apadrinhamento,Topázio,8.5452952381,3.0,6.667,9.52380952366667,5.005,Não informado,8.83333333333333,9.5,8.0,9.0,,,8.95,10.0,Fase 4 (9° ano),0,9.166666667,2024,Privada,4,,,Sem risco,Alto,Baixa,Baixo,Alto
RA-342,4C,4C,Aluno-342,,16.0,Feminino,2021,Pública,Ágata,6.75702658726667,3.0,8.751,7.72817460333333,6.26,Não informado,4.5,6.5,7.0,0.0,,,7.723333333,5.0,Fase 5 (1° EM),-1,7.65625,2024,Pública,4,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-1576,4C,4C,Aluno-1576,,16.0,Feminino,2024,Pública,Ametista,7.46362023806667,3.0,8.334,9.52380952366667,5.635,Não informado,6.66666666666667,7.5,4.5,8.0,,,8.44,5.0,Fase 5 (1° EM),-1,6.40625,2024,Pública,4,,,Risco moderado,Alto,Média,Baixo,Médio
RA-187,4C,4C,Aluno-187,,14.0,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.56842407406667,3.0,8.751,9.537037037,5.635,Não informado,7.83333333333333,7.5,7.0,9.0,,,9.06,10.0,Fase 4 (9° ano),0,8.4375,2024,Privada,4,,,Sem risco,Alto,Média,Baixo,Alto
RA-359,4C,4C,Aluno-359,,14.0,Feminino,2021,Pública,Ametista,7.49200634913334,3.0,9.168,7.16269841266667,6.26,Não informado,5.5,4.0,4.5,8.0,,,8.333333333,10.0,Fase 3 (7° e 8° ano),1,7.5,2024,Pública,4,,,Sem risco,Baixo,Alta,Médio,Médio
RA-1577,4C,4C,Aluno-1577,,16.0,Masculino,2024,Pública,Ágata,6.30558558193333,3.0,10.002,4.99338624333333,7.51,Não informado,4.33333333333333,4.0,7.0,2.0,,,7.273333333,5.0,Fase 5 (1° EM),-1,7.34375,2024,Pública,4,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-236,4F,4F,Aluno-236,,14.0,Feminino,2022,Pública,Ágata,6.98083374013333,5.0,9.168,7.89066870066667,6.26,Não informado,4.5,1.5,4.0,8.0,,,6.362,10.0,Fase 4 (9° ano),0,6.875,2024,Pública,4,,,Sem risco,Médio,Alta,Médio,Médio
RA-249,4F,4F,Aluno-249,,16.0,Masculino,2021,Pública,Ágata,6.125104329,5.0,7.083,6.645021645,5.0,Não informado,5.0,1.0,8.0,6.0,,,7.064,5.0,Fase 6 (2° EM),-2,6.75,2024,Pública,4,,,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-239,4F,4F,Aluno-239,,17.0,Feminino,2021,Pública,Ágata,6.7821808688,5.0,8.751,6.36173767733333,5.635,Não informado,6.66666666666667,4.0,10.0,6.0,,,8.502,2.5,Fase 7 (3° EM),-3,7.875,2024,Pública,4,,,Alto risco,Baixo,Média,Baixo,Baixo
RA-382,4F,4F,Aluno-382,,16.0,Masculino,2021,Pública,Quartzo,5.80571228073333,5.0,9.168,6.32456140366667,5.63,Não informado,3.0,2.0,3.0,4.0,,,6.43,5.0,Fase 5 (1° EM),-1,6.75,2024,Pública,4,,,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-383,4F,4F,Aluno-383,,13.0,Masculino,2021,Pública,Topázio,8.03602438673334,5.0,9.168,8.60028860033333,7.51,Não informado,5.83333333333333,1.0,8.0,8.5,,,8.47,10.0,Fase 3 (7° e 8° ano),1,7.875,2024,Pública,4,,,Sem risco,Médio,Alta,Médio,Alto
RA-1155,4F,4F,Aluno-1155,,15.0,Feminino,2023,Pública,Ametista,7.11901111113333,5.0,8.334,8.888888889,5.005,Não informado,4.66666666666667,6.0,8.0,0.0,,,8.87,5.0,Fase 5 (1° EM),-1,8.0,2024,Pública,4,,,Risco moderado,Médio,Média,Baixo,Médio
RA-384,4F,4F,Aluno-384,,14.0,Feminino,2021,Pública,Topázio,8.07220072146667,5.0,7.5,8.60750360733333,7.51,Não informado,7.5,5.0,9.5,8.0,,,7.936,10.0,Fase 4 (9° ano),0,7.625,2024,Pública,4,,,Sem risco,Médio,Baixa,Médio,Alto
RA-1156,4F,4F,Aluno-1156,,13.0,Feminino,2023,Pública,Ágata,6.6777135642,5.0,7.5,7.821067821,7.51,Não informado,2.0,6.0,0.0,0.0,,,7.5,10.0,Fase 3 (7° e 8° ano),1,7.125,2024,Pública,4,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-1578,4F,4F,Aluno-1578,,13.0,Feminino,2024,Pública,Ametista,7.880605848,5.0,8.334,6.76169590666667,7.51,Não informado,7.33333333333333,6.0,6.0,10.0,,,8.636,10.0,Fase 3 (7° e 8° ano),1,7.5,2024,Pública,4,,,Sem risco,Baixo,Média,Médio,Alto
RA-388,4F,4F,Aluno-388,,16.0,Feminino,2021,Pública,Quartzo,5.96530793646667,5.0,7.5,6.349206349,7.51,Não informado,4.33333333333333,1.0,7.0,5.0,,,5.764,5.0,Fase 5 (1° EM),-1,6.75,2024,Pública,4,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-260,4F,4F,Aluno-260,,15.0,Feminino,2021,Pública,Topázio,8.44892063493333,5.0,8.751,9.67460317466667,7.51,Não informado,7.0,7.5,5.5,8.0,,,8.502,10.0,Fase 4 (9° ano),0,7.875,2024,Pública,4,,,Sem risco,Alto,Média,Médio,Alto
