RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-86,5,K,Aluno-86,2006-01-01,16.0,Masculino,2016,Rede Decisão,Ametista,7.566,4.0,7.5,9.6,5.6,Sem limitações,6.7,6.2,7.2,6.9,Não,Sim,8.458,5.0,Fase 6 (2º EM),-1,,2022,Outros,5,0.0,1.0,Risco moderado,Alto,Baixa,Baixo,Médio
RA-87,5,K,Aluno-87,2007-01-01,15.0,Masculino,2021,Rede Decisão,Topázio,8.712,4.0,8.3,9.6,7.5,Não atendido,8.8,8.3,8.0,10.0,Não,Sim,8.5,10.0,Fase 5 (1º EM),0,,2022,Outros,5,0.0,1.0,Sem risco,Alto,Média,Médio,Alto
RA-88,5,K,Aluno-88,2005-01-01,17.0,Masculino,2021,Escola Pública,Ametista,7.498,4.0,7.1,9.2,5.6,Sem limitações,6.5,6.8,6.2,6.4,Sim,Sim,9.208,5.0,Fase 7 (3º EM),-2,,2022,Pública,5,1.0,1.0,Risco moderado,Alto,Baixa,Baixo,Médio
RA-89,5,K,Aluno-89,2006-01-01,16.0,Masculino,2021,Escola Pública,Ametista,7.323,4.0,9.6,7.8,7.5,Não atendido,5.9,7.5,5.7,4.7,Sim,Não,8.0,5.0,Fase 6 (2º EM),-1,,2022,Pública,5,1.0,0.0,Risco moderado,Baixo,Alta,Médio,Médio
RA-90,5,L,Aluno-90,2009-01-01,13.0,Feminino,2019,Rede Decisão,Topázio,9.442,4.0,10.0,9.7,9.4,Sem limitações,8.5,7.7,8.0,9.8,Não,Sim,9.75,10.0,Fase 3 (7º e 8º ano),2,,2022,Outros,5,0.0,1.0,Sem risco,Alto,Alta,Alto,Alto
RA-91,5,L,Aluno-91,2006-01-01,16.0,Feminino,2016,Rede Decisão,Ágata,6.645,4.0,9.2,5.7,5.6,Requer avaliação,6.6,5.5,5.7,8.5,Não,Não,7.125,5.0,Fase 6 (2º EM),-1,,2022,Outros,5,0.0,0.0,Risco moderado,Baixo,Alta,Baixo,Baixo
RA-92,5,L,Aluno-92,2006-01-01,16.0,Feminino,2016,Rede Decisão,Ágata,6.957,4.0,9.2,7.1,5.0,Requer avaliação,7.4,7.8,5.5,8.8,Não,Não,6.667,5.0,Fase 6 (2º EM),-1,,2022,Outros,5,0.0,0.0,Risco moderado,Baixo,Alta,Baixo,Médio
RA-93,5,L,Aluno-93,2007-01-01,15.0,Feminino,2016,Rede Decisão,Topázio,8.941,4.0,8.3,9.7,8.1,Sem limitações,8.5,8.8,8.3,8.4,Não,Sim,9.083,10.0,Fase 5 (1º EM),0,,2022,Outros,5,0.0,1.0,Sem risco,Alto,Média,Alto,Alto
RA-94,5,L,Aluno-94,2007-01-01,15.0,Feminino,2018,Rede Decisão,Topázio,8.921,4.0,8.3,9.6,8.1,Sem limitações,7.7,7.0,6.7,9.5,Não,Sim,9.583,10.0,Fase 5 (1º EM),0,,2022,Outros,5,0.0,1.0,Sem risco,Alto,Média,Alto,Alto
RA-95,5,L,Aluno-95,2005-01-01,17.0,Feminino,2022,Escola Pública,Ágata,6.308,4.0,8.3,6.6,7.5,Sem limitações,4.8,6.0,8.0,0.5,Não,Não,6.292,5.0,Fase 7 (3º EM),-2,,2022,Pública,5,0.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-96,5,L,Aluno-96,2006-01-01,16.0,Masculino,2021,Escola Pública,Ametista,7.54,4.0,9.2,7.8,6.9,Sem limitações,6.7,5.7,6.5,8.0,Sim,Sim,8.5,5.0,Fase 6 (2º EM),-1,,2022,Pública,5,1.0,1.0,Risco moderado,Baixo,Alta,Médio,Médio
RA-97,5,L,Aluno-97,2007-01-01,15.0,Feminino,2017,Rede Decisão,Ametista,7.468,4.0,7.5,8.8,5.0,Não indicado,6.9,5.3,6.7,8.8,Não,Não,6.292,10.0,Fase 5 (1º EM),0,,2022,Outros,5,0.0,0.0,Sem risco,Médio,Baixa,Baixo,Médio
RA-98,5,L,Aluno-98,2007-01-01,15.0,Feminino,2017,Rede Decisão,Topázio,9.354,4.0,8.8,10.0,9.4,Sem limitações,8.5,8.4,8.2,8.9,Não,Sim,9.667,10.0,Fase 5 (1º EM),0,,2022,Outros,5,0.0,1.0,Sem risco,Alto,Média,Alto,Alto
RA-99,5,L,Aluno-99,2006-01-01,16.0,Masculino,2019,Escola Pública,Ágata,6.158,4.0,8.8,6.3,7.5,Não atendido,5.0,5.7,3.4,5.8,Não,Não,5.833,5.0,Fase 6 (2º EM),-1,,2022,Pública,5,0.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-100,4,A,Aluno-100,2009-01-01,13.0,Feminino,2019,Rede Decisão,Ametista,7.618,4.0,8.8,7.8,5.0,Não indicado,7.6,7.0,7.8,8.1,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),1,,2022,Outros,4,0.0,0.0,Sem risco,Baixo,Média,Baixo,Médio
RA-101,4,A,Aluno-101,2007-01-01,15.0,Feminino,2021,Escola Pública,Ametista,7.305,4.0,7.9,8.3,7.5,Não atendido,7.6,7.2,6.5,9.2,Sim,Não,6.833,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Baixa,Médio,Médio
RA-102,4,A,Aluno-102,2008-01-01,14.0,Masculino,2019,Escola Pública,Ágata,6.922,4.0,6.7,7.7,6.9,Requer avaliação,5.7,4.7,6.8,5.5,Não,Não,6.0,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Baixo,Baixa,Médio,Médio
RA-103,4,A,Aluno-103,2009-01-01,13.0,Feminino,2020,Rede Decisão,Topázio,8.107,4.0,7.9,8.7,7.5,Não atendido,7.3,7.3,7.3,7.3,Não,Não,7.708,10.0,Fase 3 (7º e 8º ano),1,,2022,Outros,4,0.0,0.0,Sem risco,Médio,Baixa,Médio,Alto
RA-104,4,A,Aluno-104,2004-01-01,18.0,Masculino,2022,Escola Pública,Ágata,6.315,4.0,7.9,8.7,7.5,Não atendido,3.7,4.8,5.8,0.3,Não,Não,6.708,2.5,Fase 8 (Universitários),-4,,2022,Pública,4,0.0,0.0,Alto risco,Médio,Baixa,Médio,Baixo
RA-105,4,A,Aluno-105,2005-01-01,17.0,Masculino,2016,Rede Decisão,Ágata,6.846,4.0,7.9,8.2,5.6,Requer avaliação,6.7,7.2,6.2,6.8,Não,Não,7.417,2.5,Fase 7 (3º EM),-3,,2022,Outros,4,0.0,0.0,Alto risco,Médio,Baixa,Baixo,Baixo
RA-106,4,A,Aluno-106,2007-01-01,15.0,Feminino,2016,Rede Decisão,Ametista,7.973,4.0,9.2,8.0,9.4,Sem limitações,7.4,7.8,7.2,7.2,Não,Sim,8.375,5.0,Fase 5 (1º EM),-1,,2022,Outros,4,0.0,1.0,Risco moderado,Médio,Alta,Alto,Alto
RA-107,4,A,Aluno-107,2007-01-01,15.0,Feminino,2018,Escola Pública,Ágata,6.258,4.0,7.5,6.4,7.5,Sem limitações,4.6,3.3,4.3,6.0,Sim,Não,6.5,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-108,4,A,Aluno-108,2005-01-01,17.0,Feminino,2019,Escola Pública,Quartzo,5.547,4.0,4.6,7.7,5.0,Não indicado,5.0,3.0,5.8,6.2,Não,Não,6.125,2.5,Fase 7 (3º EM),-3,,2022,Pública,4,0.0,0.0,Alto risco,Baixo,Baixa,Baixo,Baixo
RA-109,4,A,Aluno-109,2006-01-01,16.0,Masculino,2021,Rede Decisão,Topázio,8.512,4.0,8.8,10.0,8.8,Sem limitações,8.4,7.8,7.5,9.9,Não,Sim,8.667,5.0,Fase 6 (2º EM),-2,,2022,Outros,4,0.0,1.0,Risco moderado,Alto,Média,Alto,Alto
RA-110,4,A,Aluno-110,2008-01-01,14.0,Masculino,2017,Rede Decisão,Topázio,8.15,4.0,9.2,9.7,5.6,Requer avaliação,6.7,8.3,5.7,6.0,Não,Não,8.0,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Alto,Alta,Baixo,Alto
RA-111,4,A,Aluno-111,2009-01-01,13.0,Feminino,2020,Rede Decisão,Topázio,8.646,4.0,7.5,9.4,8.1,Sem limitações,8.0,6.7,7.5,9.7,Não,Sim,8.667,10.0,Fase 3 (7º e 8º ano),1,,2022,Outros,4,0.0,1.0,Sem risco,Alto,Baixa,Alto,Alto
RA-112,4,A,Aluno-112,2007-01-01,15.0,Feminino,2016,Rede Decisão,Ametista,7.836,4.0,7.9,7.8,6.3,Sem limitações,8.5,9.0,7.5,9.1,Não,Sim,8.833,5.0,Fase 5 (1º EM),-1,,2022,Outros,4,0.0,1.0,Risco moderado,Baixo,Baixa,Médio,Alto
RA-113,4,A,Aluno-113,2007-01-01,15.0,Feminino,2017,Rede Decisão,Quartzo,3.032,4.0,0.0,0.0,5.0,Não indicado,3.7,3.3,5.5,2.3,Não,Não,3.792,5.0,Fase 5 (1º EM),-1,,2022,Outros,4,0.0,0.0,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-114,4,A,Aluno-114,2006-01-01,16.0,Masculino,2022,Escola Pública,Quartzo,5.894,4.0,7.9,6.3,7.5,Sem limitações,5.3,6.0,4.5,,Não,Não,5.0,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-115,4,A,Aluno-115,2006-01-01,16.0,Feminino,2019,Escola Pública,Quartzo,5.886,4.0,8.3,6.8,6.3,Requer avaliação,3.8,3.0,5.7,2.7,Não,Não,5.583,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-116,4,B,Aluno-116,2006-01-01,16.0,Feminino,2019,Escola Pública,Ágata,6.854,4.0,5.8,8.1,6.3,Sem limitações,5.9,5.0,7.2,5.5,Sim,Não,7.792,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Baixa,Médio,Baixo
RA-117,4,B,Aluno-117,2007-01-01,15.0,Feminino,2022,Escola Pública,Ágata,6.685,4.0,7.9,6.3,6.9,Requer avaliação,6.1,4.7,6.7,7.0,Não,Não,7.417,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-118,4,B,Aluno-118,2008-01-01,14.0,Feminino,2021,Escola Pública,Quartzo,5.597,4.0,0.0,5.3,6.3,Sem limitações,3.9,3.7,4.7,3.5,Não,Não,6.958,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Baixo,Baixa,Médio,Baixo
RA-119,4,B,Aluno-119,2008-01-01,14.0,Feminino,2016,Rede Decisão,Ametista,7.501,4.0,8.3,8.2,5.6,Requer avaliação,5.4,5.7,7.0,3.4,Não,Não,7.875,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Médio,Média,Baixo,Médio
RA-120,4,B,Aluno-120,2007-01-01,15.0,Masculino,2019,Escola Pública,Ágata,6.825,4.0,8.3,5.9,7.5,Não atendido,6.2,3.7,5.2,9.7,Sim,Não,7.667,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-121,4,B,Aluno-121,2006-01-01,16.0,Feminino,2021,Escola Pública,Ametista,7.245,4.0,7.1,8.4,6.3,Sem limitações,7.2,5.7,6.8,9.0,Sim,Não,7.625,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Baixa,Médio,Médio
RA-122,4,B,Aluno-122,2008-01-01,14.0,Feminino,2019,Escola Pública,Quartzo,5.061,4.0,7.9,3.4,7.5,Não atendido,1.8,1.7,3.7,0.0,Não,Não,4.958,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Baixo,Baixa,Médio,Baixo
RA-123,4,B,Aluno-123,2006-01-01,16.0,Masculino,2017,Rede Decisão,Ametista,7.084,4.0,7.9,8.6,5.6,Requer avaliação,6.5,7.3,6.3,5.9,Não,Não,7.292,5.0,Fase 6 (2º EM),-2,,2022,Outros,4,0.0,0.0,Risco moderado,Médio,Baixa,Baixo,Médio
RA-124,4,B,Aluno-124,2008-01-01,14.0,Masculino,2016,Rede Decisão,Ametista,7.388,4.0,7.9,7.8,5.0,Requer avaliação,6.7,5.7,7.0,7.5,Não,Não,7.167,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Baixo,Baixa,Baixo,Médio
RA-125,4,B,Aluno-125,2007-01-01,15.0,Feminino,2022,Escola Pública,Ametista,7.619,4.0,8.8,8.5,7.5,Não atendido,7.1,5.0,7.2,9.2,Sim,Não,7.75,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Média,Médio,Médio
RA-126,4,B,Aluno-126,2007-01-01,15.0,Masculino,2018,Escola Pública,Ágata,6.289,4.0,7.1,5.8,7.5,Não atendido,4.4,4.0,5.0,4.2,Sim,Não,7.417,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-127,4,B,Aluno-127,2008-01-01,14.0,Feminino,2022,Escola Pública,Topázio,8.283,4.0,7.5,8.7,7.5,Não atendido,7.9,7.7,7.7,8.3,Sim,Não,8.125,10.0,Fase 4 (9º ano),0,,2022,Pública,4,1.0,0.0,Sem risco,Médio,Baixa,Médio,Alto
RA-128,4,B,Aluno-128,2007-01-01,15.0,Masculino,2019,Escola Pública,Quartzo,5.563,4.0,0.0,6.2,7.5,Não atendido,5.6,6.7,6.8,3.2,Sim,Não,6.167,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-129,4,B,Aluno-129,2007-01-01,15.0,Masculino,2019,Escola Pública,Ágata,6.926,4.0,6.7,6.4,7.5,Não atendido,6.7,6.0,5.3,8.7,Sim,Não,7.792,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Médio,Médio
RA-130,4,F,Aluno-130,2006-01-01,16.0,Feminino,2018,Escola Pública,Quartzo,5.624,4.0,8.3,4.7,5.0,Requer avaliação,4.1,3.7,5.2,3.5,Não,Não,6.5,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Média,Baixo,Baixo
RA-131,4,F,Aluno-131,2007-01-01,15.0,Feminino,2016,Escola Pública,Ametista,7.174,4.0,8.8,9.0,5.6,Sem limitações,5.6,6.0,6.5,4.2,Sim,Não,7.75,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Média,Baixo,Médio
RA-132,4,F,Aluno-132,2008-01-01,14.0,Feminino,2019,Rede Decisão,Topázio,8.355,4.0,10.0,8.8,5.6,Sem limitações,7.7,6.5,7.5,9.1,Não,Sim,8.458,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,1.0,Sem risco,Médio,Alta,Baixo,Alto
RA-133,4,F,Aluno-133,2007-01-01,15.0,Feminino,2016,Escola Pública,Ágata,6.875,4.0,7.9,7.1,7.5,Não atendido,5.6,4.7,7.2,5.0,Não,Não,7.625,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-134,4,F,Aluno-134,2007-01-01,15.0,Feminino,2021,Escola Pública,Ágata,6.607,4.0,8.8,6.8,7.5,Não atendido,4.7,4.7,6.8,2.5,Sim,Não,7.375,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-135,4,F,Aluno-135,2007-01-01,15.0,Feminino,2019,Escola Pública,Ametista,7.692,4.0,8.3,7.8,5.6,Sem limitações,8.6,8.0,8.2,9.5,Sim,Sim,8.583,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,1.0,Risco moderado,Baixo,Média,Baixo,Médio
RA-136,4,F,Aluno-136,2007-01-01,15.0,Masculino,2019,Escola Pública,Ágata,6.478,4.0,10.0,6.3,7.5,Não atendido,4.6,5.3,5.7,2.8,Não,Não,6.667,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Alta,Médio,Baixo
RA-137,4,F,Aluno-137,2005-01-01,17.0,Feminino,2016,Rede Decisão,Ametista,7.056,4.0,7.5,8.9,5.0,Requer avaliação,7.3,6.0,7.3,8.5,Não,Não,7.792,2.5,Fase 7 (3º EM),-3,,2022,Outros,4,0.0,0.0,Alto risco,Médio,Baixa,Baixo,Médio
RA-138,4,F,Aluno-138,2007-01-01,15.0,Masculino,2016,Escola Pública,Ágata,6.738,4.0,9.6,8.0,5.6,Requer avaliação,5.6,5.0,6.5,5.2,Sim,Não,6.375,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Alta,Baixo,Baixo
RA-139,4,F,Aluno-139,2005-01-01,17.0,Masculino,2019,Escola Pública,Quartzo,3.738,4.0,7.1,3.5,5.0,Requer avaliação,1.4,1.7,2.7,0.0,Não,Não,3.917,2.5,Fase 7 (3º EM),-3,,2022,Pública,4,0.0,0.0,Alto risco,Baixo,Baixa,Baixo,Baixo
RA-140,4,F,Aluno-140,2008-01-01,14.0,Feminino,2021,Escola Pública,Ametista,7.407,4.0,7.9,7.6,6.9,Não atendido,5.7,5.0,6.5,5.6,Sim,Não,7.667,10.0,Fase 4 (9º ano),0,,2022,Pública,4,1.0,0.0,Sem risco,Baixo,Baixa,Médio,Médio
RA-141,4,F,Aluno-141,2008-01-01,14.0,Masculino,2017,Escola Pública,Ametista,7.118,4.0,9.2,8.2,5.6,Requer avaliação,5.7,5.8,6.2,5.0,Não,Não,5.917,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Médio,Alta,Baixo,Médio
RA-142,4,F,Aluno-142,2008-01-01,14.0,Feminino,2021,Escola Pública,Ametista,7.457,4.0,6.7,8.6,5.6,Requer avaliação,6.3,6.0,6.8,6.0,Não,Não,7.583,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Médio,Baixa,Baixo,Médio
RA-143,4,F,Aluno-143,2009-01-01,13.0,Masculino,2019,Rede Decisão,Topázio,8.638,4.0,8.3,9.9,5.6,Sem limitações,7.9,9.7,7.7,6.4,Não,Sim,9.5,10.0,Fase 3 (7º e 8º ano),1,,2022,Outros,4,0.0,1.0,Sem risco,Alto,Média,Baixo,Alto
RA-144,4,F,Aluno-144,2008-01-01,14.0,Feminino,2017,Rede Decisão,Topázio,8.181,4.0,7.5,9.3,5.0,Requer avaliação,7.9,7.5,7.2,9.0,Não,Não,8.292,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Alto,Baixa,Baixo,Alto
RA-145,4,H,Aluno-145,2006-01-01,16.0,Masculino,2017,Escola Pública,Quartzo,5.846,4.0,0.0,6.3,8.1,Sem limitações,5.2,3.0,4.8,7.8,Sim,Não,7.25,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-146,4,H,Aluno-146,2007-01-01,15.0,Feminino,2022,Escola Pública,Ametista,7.947,4.0,8.3,9.2,7.5,Não atendido,7.9,6.3,7.3,10.0,Sim,Não,8.208,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Alto,Média,Médio,Alto
RA-147,4,H,Aluno-147,2008-01-01,14.0,Feminino,2022,Escola Pública,Ametista,7.541,4.0,8.3,7.7,7.5,Não atendido,6.1,5.8,4.8,7.7,Não,Não,7.25,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Baixo,Média,Médio,Médio
RA-148,4,H,Aluno-148,2008-01-01,14.0,Masculino,2022,Escola Pública,Ametista,7.894,4.0,9.2,7.9,10.0,Sem limitações,5.3,4.7,6.3,5.0,Sim,Não,7.708,10.0,Fase 4 (9º ano),0,,2022,Pública,4,1.0,0.0,Sem risco,Médio,Alta,Alto,Alto
RA-149,4,H,Aluno-149,2007-01-01,15.0,Feminino,2022,Escola Pública,Ágata,6.323,4.0,9.2,6.5,7.5,Não atendido,5.0,4.0,6.0,,Não,Não,6.125,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Alta,Médio,Baixo
RA-150,4,H,Aluno-150,2006-01-01,16.0,Feminino,2020,Escola Pública,Ágata,6.962,4.0,9.6,6.3,6.9,Sem limitações,6.9,5.3,6.7,8.6,Sim,Não,7.333,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Alta,Médio,Médio
RA-151,4,H,Aluno-151,2006-01-01,16.0,Feminino,2020,Escola Pública,Ametista,7.563,4.0,8.8,7.5,6.9,Sem limitações,8.3,7.3,8.0,9.5,Sim,Não,7.958,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Média,Médio,Médio
RA-152,4,L,Aluno-152,2006-01-01,16.0,Feminino,2022,Escola Pública,Ágata,6.712,4.0,8.3,7.0,7.5,Não atendido,6.5,4.0,7.0,8.5,Não,Não,6.292,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-153,4,L,Aluno-153,2008-01-01,14.0,Feminino,2018,Rede Decisão,Ametista,7.535,4.0,7.9,8.2,5.0,Requer avaliação,6.6,3.3,7.7,8.8,Não,Não,7.708,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Médio,Baixa,Baixo,Médio
RA-154,4,L,Aluno-154,2007-01-01,15.0,Masculino,2017,Escola Pública,Ágata,6.073,4.0,8.3,6.1,6.3,Sem limitações,4.0,3.7,6.2,2.1,Sim,Não,6.833,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Média,Médio,Baixo
RA-155,4,L,Aluno-155,2006-01-01,16.0,Masculino,2022,Escola Pública,Ametista,7.051,4.0,10.0,8.3,7.5,Não atendido,5.2,4.3,6.8,4.3,Sim,Não,6.833,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Alta,Médio,Médio
RA-156,4,L,Aluno-156,2007-01-01,15.0,Masculino,2018,Escola Pública,Ametista,7.357,4.0,10.0,8.3,9.4,Sem limitações,4.4,4.7,6.5,2.1,Sim,Não,7.792,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Médio,Alta,Alto,Médio
RA-157,4,L,Aluno-157,2010-01-01,12.0,Feminino,2018,Rede Decisão,Topázio,8.317,4.0,7.5,10.0,6.3,Requer avaliação,7.7,7.0,7.5,8.7,Não,Não,8.292,10.0,Fase 3 (7º e 8º ano),1,,2022,Outros,4,0.0,0.0,Sem risco,Alto,Baixa,Médio,Alto
RA-158,4,L,Aluno-158,2005-01-01,17.0,Feminino,2017,Rede Decisão,Ametista,7.302,4.0,7.9,9.8,5.6,Requer avaliação,6.6,5.0,6.7,8.1,Não,Não,8.125,2.5,Fase 7 (3º EM),-3,,2022,Outros,4,0.0,0.0,Alto risco,Alto,Baixa,Baixo,Médio
RA-159,4,L,Aluno-159,2007-01-01,15.0,Feminino,2021,Escola Pública,Ágata,6.49,4.0,8.3,8.1,5.6,Requer avaliação,4.7,4.3,5.8,3.9,Não,Não,6.458,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Médio,Média,Baixo,Baixo
RA-160,4,L,Aluno-160,2007-01-01,15.0,Feminino,2021,Escola Pública,Ágata,6.746,4.0,7.5,7.2,5.6,Requer avaliação,5.3,2.7,6.0,7.1,Sim,Não,8.25,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Baixa,Baixo,Baixo
RA-161,4,L,Aluno-161,2011-01-01,11.0,Feminino,2018,Rede Decisão,Ametista,7.957,4.0,7.9,9.1,5.6,Requer avaliação,6.9,5.3,6.8,8.5,Não,Não,8.083,10.0,Fase 2 (5º e 6º ano),2,,2022,Outros,4,0.0,0.0,Sem risco,Médio,Baixa,Baixo,Alto
RA-162,4,L,Aluno-162,2008-01-01,14.0,Feminino,2021,Escola Pública,Ametista,7.215,4.0,6.7,8.5,7.5,Requer avaliação,5.5,4.7,5.5,6.4,Não,Não,6.542,10.0,Fase 4 (9º ano),0,,2022,Pública,4,0.0,0.0,Sem risco,Médio,Baixa,Médio,Médio
RA-163,4,L,Aluno-163,2007-01-01,15.0,Feminino,2021,Escola Pública,Ágata,6.797,4.0,8.8,7.9,5.6,Requer avaliação,6.7,6.5,6.3,7.4,Não,Não,6.5,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Médio,Média,Baixo,Baixo
RA-164,4,L,Aluno-164,2006-01-01,16.0,Masculino,2018,Escola Pública,Ágata,6.776,4.0,8.3,7.3,5.6,Requer avaliação,6.5,4.7,6.5,8.3,Sim,Não,7.208,5.0,Fase 6 (2º EM),-2,,2022,Pública,4,1.0,0.0,Risco moderado,Baixo,Média,Baixo,Baixo
RA-165,4,L,Aluno-165,2008-01-01,14.0,Feminino,2017,Rede Decisão,Topázio,8.063,4.0,7.1,9.8,5.6,Sem limitações,7.6,5.3,7.8,9.7,Não,Não,7.5,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Alto,Baixa,Baixo,Alto
RA-166,4,L,Aluno-166,2008-01-01,14.0,Masculino,2020,Escola Pública,Topázio,8.253,4.0,9.2,9.0,6.3,Sem limitações,8.1,7.0,7.2,10.0,Sim,Não,7.542,10.0,Fase 4 (9º ano),0,,2022,Pública,4,1.0,0.0,Sem risco,Médio,Alta,Médio,Alto
RA-167,4,P,Aluno-167,2006-01-01,16.0,Feminino,2018,Rede Decisão,Ametista,7.798,4.0,9.2,9.7,5.6,Requer avaliação,7.9,9.3,8.0,6.3,Não,Não,7.833,5.0,Fase 6 (2º EM),-2,,2022,Outros,4,0.0,0.0,Risco moderado,Alto,Alta,Baixo,Alto
RA-168,4,P,Aluno-168,2007-01-01,15.0,Feminino,2018,Rede Decisão,Ágata,6.917,4.0,7.9,8.3,6.3,Sem limitações,5.9,4.7,8.2,5.0,Não,Não,7.083,5.0,Fase 5 (1º EM),-1,,2022,Outros,4,0.0,0.0,Risco moderado,Médio,Baixa,Médio,Médio
RA-169,4,P,Aluno-169,2007-01-01,15.0,Feminino,2018,Escola Pública,Quartzo,5.159,4.0,7.5,5.1,6.3,Sem limitações,3.2,1.3,4.5,3.8,Não,Não,4.792,5.0,Fase 5 (1º EM),-1,,2022,Pública,4,0.0,0.0,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-170,4,P,Aluno-170,2008-01-01,14.0,Feminino,2018,Rede Decisão,Ágata,7.007,4.0,8.3,9.2,5.6,Requer avaliação,4.9,3.7,6.7,4.3,Não,Não,5.792,10.0,Fase 4 (9º ano),0,,2022,Outros,4,0.0,0.0,Sem risco,Alto,Média,Baixo,Médio
